Chrom,GenomeVersion,Gene,start,end,Gene_length,,strand,,Gene_ID,,,,,,,,,
chr4H,ibsc,gene,575677702,575679649,1947,.,-,.,HORVU4Hr1G070470,,,,,,,,,
chr4H,ibsc,gene,575691832,575692461,629,.,+,.,HORVU4Hr1G070480,,,,,,,,,
chr4H,ibsc,gene,575925017,575926479,1462,.,-,.,HORVU4Hr1G070490,,,,,,,,,
chr4H,ibsc,gene,576319088,576320926,1838,.,-,.,HORVU4Hr1G070520,,,,,,,,,
chr4H,ibsc,gene,576404015,576410702,6687,.,+,.,HORVU4Hr1G070530,,,,,,,,,
chr4H,ibsc,gene,576485506,576486098,592,.,+,.,HORVU4Hr1G070550,,,,,,,,,
chr4H,ibsc,gene,576643206,576644654,1448,.,+,.,HORVU4Hr1G070570,,,,,,,,,
chr4H,ibsc,gene,576645421,576647192,1771,.,-,.,HORVU4Hr1G070580,,,,,,,,,
chr4H,ibsc,gene,576856464,576857400,936,.,+,.,HORVU4Hr1G070590,,,,,,,,,
chr4H,ibsc,gene,576861375,576863803,2428,.,-,.,HORVU4Hr1G070600,,,,,,,,,
chr4H,ibsc,gene,576958390,576960233,1843,.,+,.,HORVU4Hr1G070610,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DN27];gene_id=HORVU4Hr1G070610;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,576961903,576967096,5193,.,-,.,HORVU4Hr1G070620,,,,,,,,,
chr4H,ibsc,gene,577036450,577041338,4888,.,-,.,HORVU4Hr1G070630,,,,,,,,,
chr4H,ibsc,gene,577118315,577125335,7020,.,-,.,HORVU4Hr1G070650,,,,,,,,,
chr4H,ibsc,gene,577128072,577367559,239487,.,+,.,HORVU4Hr1G070680,,,,,,,,,
chr4H,ibsc,gene,577391223,577397901,6678,.,-,.,HORVU4Hr1G070720,,,,,,,,,
chr4H,ibsc,gene,577425380,577427479,2099,.,-,.,HORVU4Hr1G070740,,,,,,,,,
chr4H,ibsc,gene,577431416,577432996,1580,.,+,.,HORVU4Hr1G070750,,,,,,,,,
chr4H,ibsc,gene,577478160,577478887,727,.,+,.,HORVU4Hr1G070780,,,,,,,,,
chr4H,ibsc,gene,577484885,577486026,1141,.,-,.,HORVU4Hr1G070790,,,,,,,,,
chr4H,ibsc,gene,577534258,577534603,345,.,+,.,HORVU4Hr1G070820,,,,,,,,,
chr4H,ibsc,gene,577664529,577665930,1401,.,-,.,HORVU4Hr1G070860,,,,,,,,,
chr4H,ibsc,gene,577772899,577775761,2862,.,-,.,HORVU4Hr1G070870,,,,,,,,,
chr4H,ibsc,gene,577824506,577825926,1420,.,+,.,HORVU4Hr1G070900,,,,,,,,,
chr4H,ibsc,gene,577858085,577859575,1490,.,-,.,HORVU4Hr1G070910,,,,,,,,,
chr4H,ibsc,gene,578309894,578311601,1707,.,-,.,HORVU4Hr1G070930,,,,,,,,,
chr4H,ibsc,gene,578328747,578330261,1514,.,+,.,HORVU4Hr1G070940,,,,,,,,,
chr4H,ibsc,gene,578425364,578428529,3165,.,-,.,HORVU4Hr1G070950,,,,,,,,,
chr4H,ibsc,gene,578425921,578428504,2583,.,+,.,HORVU4Hr1G070960,,,,,,,,,
chr4H,ibsc,gene,578442194,578445212,3018,.,+,.,HORVU4Hr1G070970,,,,,,,,,
chr4H,ibsc,gene,578447094,578453528,6434,.,-,.,HORVU4Hr1G070980,,,,,,,,,
chr4H,ibsc,gene,578590887,578593565,2678,.,+,.,HORVU4Hr1G071000,,,,,,,,,
chr4H,ibsc,gene,578664349,578666723,2374,.,+,.,HORVU4Hr1G071020,,,,,,,,,
chr4H,ibsc,gene,578839220,578840124,904,.,-,.,HORVU4Hr1G071030,,,,,,,,,
chr4H,ibsc,gene,578904597,578906428,1831,.,-,.,HORVU4Hr1G071040,,,,,,,,,
chr4H,ibsc,gene,578976626,578980360,3734,.,-,.,HORVU4Hr1G071050,,,,,,,,,
chr4H,ibsc,gene,578980722,578985050,4328,.,-,.,HORVU4Hr1G071060,,,,,,,,,
chr4H,ibsc,gene,578986160,578990965,4805,.,-,.,HORVU4Hr1G071070,,,,,,,,,
chr4H,ibsc,gene,579272866,579274002,1136,.,-,.,HORVU4Hr1G071100,,,,,,,,,
chr4H,ibsc,gene,579445736,579450666,4930,.,+,.,HORVU4Hr1G071140,,,,,,,,,
chr4H,ibsc,gene,579839573,579840779,1206,.,+,.,HORVU4Hr1G071170,,,,,,,,,
chr4H,ibsc,gene,579860348,579860488,140,.,+,.,HORVU4Hr1G071180,,,,,,,,,
chr4H,ibsc,gene,579888303,579890142,1839,.,+,.,HORVU4Hr1G071190,,,,,,,,,
chr4H,ibsc,gene,579917082,579923159,6077,.,-,.,HORVU4Hr1G071210,sulfate,transporter,HvST1,[Source:UniProtKB/TrEMBL%3BAcc:Q84XE9];gene_id=HORVU4Hr1G071210;logic_name=ibsc,,,,,
chr4H,ibsc,gene,579925063,579925347,284,.,-,.,HORVU4Hr1G071230,,,,,,,,,
chr4H,ibsc,gene,579925447,579925587,140,.,-,.,HORVU4Hr1G071240,,,,,,,,,
chr4H,ibsc,gene,580092085,580097073,4988,.,+,.,HORVU4Hr1G071250,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CQU4];gene_id=HORVU4Hr1G071250;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,580160224,580171376,11152,.,-,.,HORVU4Hr1G071270,cytidine,acetyltransferase,[Source:UniProtKB/TrEMBL%3BAcc:M0VTB0];gene_id=HORVU4Hr1G071270;logic_name=ibsc,,,,,,
chr4H,ibsc,gene,580177191,580181119,3928,.,-,.,HORVU4Hr1G071300,,,,,,,,,
chr4H,ibsc,gene,580183766,580184822,1056,.,+,.,HORVU4Hr1G071310,,,,,,,,,
chr4H,ibsc,gene,580292234,580293209,975,.,+,.,HORVU4Hr1G071330,,,,,,,,,
chr4H,ibsc,gene,580327026,580330189,3163,.,+,.,HORVU4Hr1G071360,,,,,,,,,
chr4H,ibsc,gene,580455372,580458294,2922,.,+,.,HORVU4Hr1G071370,,,,,,,,,
chr4H,ibsc,gene,580470264,580479601,9337,.,-,.,HORVU4Hr1G071380,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D2E6];gene_id=HORVU4Hr1G071380;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,580484101,580486090,1989,.,+,.,HORVU4Hr1G071390,,,,,,,,,
chr4H,ibsc,gene,580566011,580574138,8127,.,-,.,HORVU4Hr1G071420,,,,,,,,,
chr4H,ibsc,gene,580594826,580597776,2950,.,+,.,HORVU4Hr1G071450,,,,,,,,,
chr4H,ibsc,gene,580620212,580622730,2518,.,+,.,HORVU4Hr1G071470,,,,,,,,,
chr4H,ibsc,gene,580623009,580627155,4146,.,-,.,HORVU4Hr1G071480,,,,,,,,,
chr4H,ibsc,gene,580625451,580626618,1167,.,+,.,HORVU4Hr1G071490,,,,,,,,,
chr4H,ibsc,gene,580891312,580918944,27632,.,+,.,HORVU4Hr1G071510,,,,,,,,,
chr4H,ibsc,gene,580896374,580896808,434,.,-,.,HORVU4Hr1G071520,,,,,,,,,
chr4H,ibsc,gene,580931734,580931991,257,.,+,.,HORVU4Hr1G071550,,,,,,,,,
chr4H,ibsc,gene,580941236,580941972,736,.,-,.,HORVU4Hr1G071560,,,,,,,,,
chr4H,ibsc,gene,581037231,581042027,4796,.,+,.,HORVU4Hr1G071570,,,,,,,,,
chr4H,ibsc,gene,581065866,581066862,996,.,+,.,HORVU4Hr1G071590,,,,,,,,,
chr4H,ibsc,gene,581070404,581071069,665,.,+,.,HORVU4Hr1G071600,,,,,,,,,
chr4H,ibsc,gene,581145539,581147855,2316,.,-,.,HORVU4Hr1G071610,,,,,,,,,
chr4H,ibsc,gene,581151755,581152405,650,.,+,.,HORVU4Hr1G071620,,,,,,,,,
chr4H,ibsc,gene,581314218,581317226,3008,.,+,.,HORVU4Hr1G071630,,,,,,,,,
chr4H,ibsc,gene,581363681,581365119,1438,.,+,.,HORVU4Hr1G071640,,,,,,,,,
chr4H,ibsc,gene,581451931,581452140,209,.,-,.,HORVU4Hr1G071650,,,,,,,,,
chr4H,ibsc,gene,581554245,581555587,1342,.,-,.,HORVU4Hr1G071660,,,,,,,,,
chr4H,ibsc,gene,581608907,581617899,8992,.,+,.,HORVU4Hr1G071670,,,,,,,,,
chr4H,ibsc,gene,581658418,581810945,152527,.,-,.,HORVU4Hr1G071690,,,,,,,,,
chr4H,ibsc,gene,581757290,581758865,1575,.,+,.,HORVU4Hr1G071720,,,,,,,,,
chr4H,ibsc,gene,581783894,581788589,4695,.,+,.,HORVU4Hr1G071730,,,,,,,,,
chr4H,ibsc,gene,581790031,581793337,3306,.,+,.,HORVU4Hr1G071740,,,,,,,,,
chr4H,ibsc,gene,582035154,582037115,1961,.,+,.,HORVU4Hr1G071790,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DR01];gene_id=HORVU4Hr1G071790;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,582037763,582047059,9296,.,-,.,HORVU4Hr1G071810,,,,,,,,,
chr4H,ibsc,gene,582084914,582090699,5785,.,+,.,HORVU4Hr1G071830,,,,,,,,,
chr4H,ibsc,gene,582226767,582230165,3398,.,+,.,HORVU4Hr1G071870,,,,,,,,,
chr4H,ibsc,gene,582236779,582238123,1344,.,-,.,HORVU4Hr1G071880,,,,,,,,,
chr4H,ibsc,gene,582408706,582410136,1430,.,-,.,HORVU4Hr1G071890,,,,,,,,,
chr4H,ibsc,gene,582410324,582411015,691,.,-,.,HORVU4Hr1G071900,,,,,,,,,
chr4H,ibsc,gene,582436385,582439808,3423,.,-,.,HORVU4Hr1G071920,,,,,,,,,
chr4H,ibsc,gene,582453814,582456146,2332,.,+,.,HORVU4Hr1G071940,[Source:UniProtKB/TrEMBL%3BAcc:M0XMR4];gene_id=HORVU4Hr1G071940;logic_name=ibsc,,,,,,,,
chr4H,ibsc,gene,582566990,582572246,5256,.,+,.,HORVU4Hr1G071960,,,,,,,,,
chr4H,ibsc,gene,582930748,582935226,4478,.,+,.,HORVU4Hr1G072010,,,,,,,,,
chr4H,ibsc,gene,583211766,583215394,3628,.,+,.,HORVU4Hr1G072020,,,,,,,,,
chr4H,ibsc,gene,583307616,583310488,2872,.,-,.,HORVU4Hr1G072060,,,,,,,,,
chr4H,ibsc,gene,583314585,583315158,573,.,+,.,HORVU4Hr1G072070,,,,,,,,,
chr4H,ibsc,gene,583405849,583410530,4681,.,-,.,HORVU4Hr1G072090,,,,,,,,,
chr4H,ibsc,gene,583580047,583581638,1591,.,+,.,HORVU4Hr1G072120,,,,,,,,,
chr4H,ibsc,gene,583581789,583584005,2216,.,-,.,HORVU4Hr1G072130,,,,,,,,,
chr4H,ibsc,gene,583649413,583655355,5942,.,+,.,HORVU4Hr1G072150,,,,,,,,,
chr4H,ibsc,gene,583654154,583655547,1393,.,-,.,HORVU4Hr1G072160,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DBY2];gene_id=HORVU4Hr1G072160;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,583749678,583751460,1782,.,+,.,HORVU4Hr1G072190,,,,,,,,,
chr4H,ibsc,gene,583786412,583791660,5248,.,-,.,HORVU4Hr1G072210,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DXD9];gene_id=HORVU4Hr1G072210;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,583794219,583798485,4266,.,-,.,HORVU4Hr1G072220,,,,,,,,,
chr4H,ibsc,gene,583867652,583868288,636,.,+,.,HORVU4Hr1G072250,,,,,,,,,
chr4H,ibsc,gene,583871797,583874033,2236,.,-,.,HORVU4Hr1G072260,monooxygenase,[Source:UniProtKB/TrEMBL%3BAcc:M0X1E0];gene_id=HORVU4Hr1G072260;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,584053058,584063796,10738,.,-,.,HORVU4Hr1G072270,,,,,,,,,
chr4H,ibsc,gene,584116234,584123530,7296,.,-,.,HORVU4Hr1G072280,,,,,,,,,
chr4H,ibsc,gene,584215424,584215828,404,.,+,.,HORVU4Hr1G072290,,,,,,,,,
chr4H,ibsc,gene,584334494,584336647,2153,.,-,.,HORVU4Hr1G072300,,,,,,,,,
chr4H,ibsc,gene,584339081,584341045,1964,.,-,.,HORVU4Hr1G072310,,,,,,,,,
chr4H,ibsc,gene,584394884,584397575,2691,.,+,.,HORVU4Hr1G072320,,,,,,,,,
chr4H,ibsc,gene,584502608,584504827,2219,.,+,.,HORVU4Hr1G072340,,,,,,,,,
chr4H,ibsc,gene,584534209,584535615,1406,.,+,.,HORVU4Hr1G072350,,,,,,,,,
chr4H,ibsc,gene,584556870,584559582,2712,.,-,.,HORVU4Hr1G072360,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CZ51];gene_id=HORVU4Hr1G072360;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,584679696,584681104,1408,.,-,.,HORVU4Hr1G072370,,,,,,,,,
chr4H,ibsc,gene,584712222,584713952,1730,.,-,.,HORVU4Hr1G072380,,,,,,,,,
chr4H,ibsc,gene,584760446,584761081,635,.,-,.,HORVU4Hr1G072390,,,,,,,,,
chr4H,ibsc,gene,584869518,584870501,983,.,+,.,HORVU4Hr1G072400,,,,,,,,,
chr4H,ibsc,gene,584894048,584895393,1345,.,+,.,HORVU4Hr1G072410,,,,,,,,,
chr4H,ibsc,gene,584954654,584955874,1220,.,-,.,HORVU4Hr1G072440,,,,,,,,,
chr4H,ibsc,gene,585069861,585077756,7895,.,-,.,HORVU4Hr1G072450,,,,,,,,,
chr4H,ibsc,gene,585199483,585200969,1486,.,+,.,HORVU4Hr1G072480,copper,binding,protein,[Source:UniProtKB/TrEMBL%3BAcc:Q70DK2];gene_id=HORVU4Hr1G072480;logic_name=ibsc,,,,,
chr4H,ibsc,gene,585380084,585492652,112568,.,-,.,HORVU4Hr1G072500,,,,,,,,,
chr4H,ibsc,gene,585626696,585756819,130123,.,+,.,HORVU4Hr1G072520,,,,,,,,,
chr4H,ibsc,gene,585682830,585684499,1669,.,-,.,HORVU4Hr1G072540,,,,,,,,,
chr4H,ibsc,gene,585761290,585762372,1082,.,-,.,HORVU4Hr1G072560,,,,,,,,,
chr4H,ibsc,gene,585931366,585931599,233,.,+,.,HORVU4Hr1G072570,,,,,,,,,
chr4H,ibsc,gene,586053285,586054726,1441,.,+,.,HORVU4Hr1G072580,,,,,,,,,
chr4H,ibsc,gene,586057297,586062059,4762,.,-,.,HORVU4Hr1G072590,,,,,,,,,
chr4H,ibsc,gene,586096932,586102559,5627,.,+,.,HORVU4Hr1G072620,,,,,,,,,
chr4H,ibsc,gene,586105732,586111956,6224,.,-,.,HORVU4Hr1G072630,,,,,,,,,
chr4H,ibsc,gene,586108128,586108319,191,.,+,.,HORVU4Hr1G072650,,,,,,,,,
chr4H,ibsc,gene,586245141,586246232,1091,.,+,.,HORVU4Hr1G072660,,,,,,,,,
chr4H,ibsc,gene,586249826,586251035,1209,.,+,.,HORVU4Hr1G072670,,,,,,,,,
chr4H,ibsc,gene,586262231,586263811,1580,.,-,.,HORVU4Hr1G072680,,,,,,,,,
chr4H,ibsc,gene,586266478,586266705,227,.,+,.,HORVU4Hr1G072690,,,,,,,,,
chr4H,ibsc,gene,586311281,586312399,1118,.,-,.,HORVU4Hr1G072700,,,,,,,,,
chr4H,ibsc,gene,586373096,586373815,719,.,+,.,HORVU4Hr1G072720,,,,,,,,,
chr4H,ibsc,gene,586392236,586396181,3945,.,+,.,HORVU4Hr1G072750,,,,,,,,,
chr4H,ibsc,gene,586417217,586418038,821,.,+,.,HORVU4Hr1G072770,,,,,,,,,
chr4H,ibsc,gene,586467383,586468603,1220,.,+,.,HORVU4Hr1G072810,,,,,,,,,
chr4H,ibsc,gene,586478139,586482506,4367,.,+,.,HORVU4Hr1G072830,,,,,,,,,
chr4H,ibsc,gene,586497820,586504447,6627,.,+,.,HORVU4Hr1G072840,,,,,,,,,
chr4H,ibsc,gene,586543920,586544605,685,.,-,.,HORVU4Hr1G072850,,,,,,,,,
chr4H,ibsc,gene,586673925,586675376,1451,.,+,.,HORVU4Hr1G072880,,,,,,,,,
chr4H,ibsc,gene,586705430,586711706,6276,.,+,.,HORVU4Hr1G072900,,,,,,,,,
chr4H,ibsc,gene,586713295,586715074,1779,.,+,.,HORVU4Hr1G072910,,,,,,,,,
chr4H,ibsc,gene,586897060,586903117,6057,.,+,.,HORVU4Hr1G072920,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E4I7];gene_id=HORVU4Hr1G072920;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,586899433,586902977,3544,.,-,.,HORVU4Hr1G072930,,,,,,,,,
chr4H,ibsc,gene,586906628,586911406,4778,.,-,.,HORVU4Hr1G072940,,,,,,,,,
chr4H,ibsc,gene,587500662,587501437,775,.,+,.,HORVU4Hr1G072960,,,,,,,,,
chr4H,ibsc,gene,587511230,587512083,853,.,-,.,HORVU4Hr1G072970,,,,,,,,,
chr4H,ibsc,gene,587541443,587549176,7733,.,-,.,HORVU4Hr1G073020,,,,,,,,,
chr4H,ibsc,gene,587551668,587551961,293,.,-,.,HORVU4Hr1G073040,,,,,,,,,
chr4H,ibsc,gene,587734249,587744270,10021,.,-,.,HORVU4Hr1G073060,,,,,,,,,
chr4H,ibsc,gene,587824894,587826142,1248,.,-,.,HORVU4Hr1G073070,,,,,,,,,
chr4H,ibsc,gene,587861270,587862192,922,.,+,.,HORVU4Hr1G073080,,,,,,,,,
chr4H,ibsc,gene,587959602,587960524,922,.,-,.,HORVU4Hr1G073090,,,,,,,,,
chr4H,ibsc,gene,588071409,588071927,518,.,-,.,HORVU4Hr1G073100,,,,,,,,,
chr4H,ibsc,gene,588114753,588115769,1016,.,+,.,HORVU4Hr1G073120,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EC88];gene_id=HORVU4Hr1G073120;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,588241721,588242914,1193,.,+,.,HORVU4Hr1G073130,,,,,,,,,
chr4H,ibsc,gene,588327878,588330467,2589,.,-,.,HORVU4Hr1G073140,,,,,,,,,
chr4H,ibsc,gene,588345180,588346537,1357,.,-,.,HORVU4Hr1G073150,,,,,,,,,
chr4H,ibsc,gene,588359524,588359721,197,.,-,.,HORVU4Hr1G073160,,,,,,,,,
chr4H,ibsc,gene,588371666,588374198,2532,.,-,.,HORVU4Hr1G073170,,,,,,,,,
chr4H,ibsc,gene,588529962,588530690,728,.,-,.,HORVU4Hr1G073190,,,,,,,,,
chr4H,ibsc,gene,588598564,588599776,1212,.,+,.,HORVU4Hr1G073230,,,,,,,,,
chr4H,ibsc,gene,588762407,588771310,8903,.,-,.,HORVU4Hr1G073290,,,,,,,,,
chr4H,ibsc,gene,588870134,588870411,277,.,-,.,HORVU4Hr1G073300,,,,,,,,,
chr4H,ibsc,gene,588901218,588902665,1447,.,+,.,HORVU4Hr1G073310,,,,,,,,,
chr4H,ibsc,gene,588904221,588907791,3570,.,-,.,HORVU4Hr1G073320,,,,,,,,,
chr4H,ibsc,gene,589185446,589190534,5088,.,-,.,HORVU4Hr1G073340,,,,,,,,,
chr4H,ibsc,gene,589294041,589298592,4551,.,+,.,HORVU4Hr1G073350,,,,,,,,,
chr4H,ibsc,gene,589786830,589798316,11486,.,+,.,HORVU4Hr1G073380,,,,,,,,,
chr4H,ibsc,gene,589822837,589828705,5868,.,-,.,HORVU4Hr1G073400,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D3D6];gene_id=HORVU4Hr1G073400;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,590102350,590103007,657,.,-,.,HORVU4Hr1G073460,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EJ42];gene_id=HORVU4Hr1G073460;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,590110597,590110847,250,.,+,.,HORVU4Hr1G073470,,,,,,,,,
chr4H,ibsc,gene,590112544,590115066,2522,.,-,.,HORVU4Hr1G073480,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D8F6];gene_id=HORVU4Hr1G073480;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,590126212,590127292,1080,.,-,.,HORVU4Hr1G073490,,,,,,,,,
chr4H,ibsc,gene,590128098,590129498,1400,.,-,.,HORVU4Hr1G073500,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EFT0];gene_id=HORVU4Hr1G073500;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,590208226,590208651,425,.,-,.,HORVU4Hr1G073520,,,,,,,,,
chr4H,ibsc,gene,590317029,590317289,260,.,-,.,HORVU4Hr1G073550,,,,,,,,,
chr4H,ibsc,gene,590359587,590360170,583,.,+,.,HORVU4Hr1G073560,,,,,,,,,
chr4H,ibsc,gene,590411516,590413750,2234,.,+,.,HORVU4Hr1G073580,,,,,,,,,
chr4H,ibsc,gene,590630680,590632315,1635,.,+,.,HORVU4Hr1G073590,,,,,,,,,
chr4H,ibsc,gene,590797256,590799359,2103,.,+,.,HORVU4Hr1G073610,,,,,,,,,
chr4H,ibsc,gene,590916578,590916811,233,.,+,.,HORVU4Hr1G073620,,,,,,,,,
chr4H,ibsc,gene,590917395,590921291,3896,.,-,.,HORVU4Hr1G073630,,,,,,,,,
chr4H,ibsc,gene,591003156,591006389,3233,.,+,.,HORVU4Hr1G073650,,,,,,,,,
chr4H,ibsc,gene,591109900,591110097,197,.,+,.,HORVU4Hr1G073690,,,,,,,,,
chr4H,ibsc,gene,591135787,591138654,2867,.,+,.,HORVU4Hr1G073700,,,,,,,,,
chr4H,ibsc,gene,591163907,591164104,197,.,+,.,HORVU4Hr1G073720,,,,,,,,,
chr4H,ibsc,gene,591291370,591293329,1959,.,+,.,HORVU4Hr1G073730,,,,,,,,,
chr4H,ibsc,gene,591295214,591296544,1330,.,+,.,HORVU4Hr1G073740,,,,,,,,,
chr4H,ibsc,gene,591297573,591298312,739,.,+,.,HORVU4Hr1G073750,,,,,,,,,
chr4H,ibsc,gene,591309069,591309425,356,.,-,.,HORVU4Hr1G073760,,,,,,,,,
chr4H,ibsc,gene,591506629,591510046,3417,.,+,.,HORVU4Hr1G073790,,,,,,,,,
chr4H,ibsc,gene,591521496,591525255,3759,.,+,.,HORVU4Hr1G073810,,,,,,,,,
chr4H,ibsc,gene,591922647,591927825,5178,.,+,.,HORVU4Hr1G073840,synthase,[Source:UniProtKB/TrEMBL%3BAcc:F2D1P2];gene_id=HORVU4Hr1G073840;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,591933318,591936888,3570,.,-,.,HORVU4Hr1G073880,,,,,,,,,
chr4H,ibsc,gene,592209806,592212175,2369,.,-,.,HORVU4Hr1G073920,,,,,,,,,
chr4H,ibsc,gene,592215292,592220099,4807,.,-,.,HORVU4Hr1G073930,,,,,,,,,
chr4H,ibsc,gene,592215385,592215672,287,.,+,.,HORVU4Hr1G073940,,,,,,,,,
chr4H,ibsc,gene,592221873,592223051,1178,.,-,.,HORVU4Hr1G073950,,,,,,,,,
chr4H,ibsc,gene,592222851,592232452,9601,.,+,.,HORVU4Hr1G073960,,,,,,,,,
chr4H,ibsc,gene,592227063,592230454,3391,.,-,.,HORVU4Hr1G073970,,,,,,,,,
chr4H,ibsc,gene,592234148,592236672,2524,.,+,.,HORVU4Hr1G073980,,,,,,,,,
chr4H,ibsc,gene,592236697,592240436,3739,.,-,.,HORVU4Hr1G073990,,,,,,,,,
chr4H,ibsc,gene,592241639,592242503,864,.,+,.,HORVU4Hr1G074010,,,,,,,,,
chr4H,ibsc,gene,592361504,592363879,2375,.,-,.,HORVU4Hr1G074030,complex,component,[Source:UniProtKB/TrEMBL%3BAcc:M0YM94];gene_id=HORVU4Hr1G074030;logic_name=ibsc,,,,,,
chr4H,ibsc,gene,592367569,592369189,1620,.,-,.,HORVU4Hr1G074040,,,,,,,,,
chr4H,ibsc,gene,592852374,592856986,4612,.,+,.,HORVU4Hr1G074070,,,,,,,,,
chr4H,ibsc,gene,592930774,592934000,3226,.,+,.,HORVU4Hr1G074090,,,,,,,,,
chr4H,ibsc,gene,592935468,592938873,3405,.,-,.,HORVU4Hr1G074110,,,,,,,,,
chr4H,ibsc,gene,593061716,593070429,8713,.,+,.,HORVU4Hr1G074120,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EIQ2];gene_id=HORVU4Hr1G074120;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,593153422,593154962,1540,.,-,.,HORVU4Hr1G074130,,,,,,,,,
chr4H,ibsc,gene,593159205,593164965,5760,.,-,.,HORVU4Hr1G074140,,,,,,,,,
chr4H,ibsc,gene,593159550,593162587,3037,.,+,.,HORVU4Hr1G074150,,,,,,,,,
chr4H,ibsc,gene,593261289,593263884,2595,.,-,.,HORVU4Hr1G074170,,,,,,,,,
chr4H,ibsc,gene,593280572,593289960,9388,.,+,.,HORVU4Hr1G074180,,,,,,,,,
chr4H,ibsc,gene,593324712,593333842,9130,.,-,.,HORVU4Hr1G074200,,,,,,,,,
chr4H,ibsc,gene,593489954,593505010,15056,.,+,.,HORVU4Hr1G074230,,,,,,,,,
chr4H,ibsc,gene,593492320,593494146,1826,.,-,.,HORVU4Hr1G074240,,,,,,,,,
chr4H,ibsc,gene,593589147,593593613,4466,.,-,.,HORVU4Hr1G074250,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DUL1];gene_id=HORVU4Hr1G074250;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,593614249,593617031,2782,.,-,.,HORVU4Hr1G074260,,,,,,,,,
chr4H,ibsc,gene,593630884,593632513,1629,.,+,.,HORVU4Hr1G074270,ribosomal,protein,S27,[Source:UniProtKB/TrEMBL%3BAcc:F2EFD1];gene_id=HORVU4Hr1G074270;logic_name=ibsc,,,,,
chr4H,ibsc,gene,593638315,593645109,6794,.,-,.,HORVU4Hr1G074280,,,,,,,,,
chr4H,ibsc,gene,593645980,593647196,1216,.,-,.,HORVU4Hr1G074300,,,,,,,,,
chr4H,ibsc,gene,593647676,593647852,176,.,-,.,HORVU4Hr1G074310,,,,,,,,,
chr4H,ibsc,gene,593865693,593876936,11243,.,+,.,HORVU4Hr1G074320,,,,,,,,,
chr4H,ibsc,gene,593901635,593901975,340,.,-,.,HORVU4Hr1G074330,,,,,,,,,
chr4H,ibsc,gene,593901767,593901979,212,.,+,.,HORVU4Hr1G074340,,,,,,,,,
chr4H,ibsc,gene,593943983,593944529,546,.,+,.,HORVU4Hr1G074350,,,,,,,,,
chr4H,ibsc,gene,594109158,594121868,12710,.,-,.,HORVU4Hr1G074360,,,,,,,,,
chr4H,ibsc,gene,594181178,594182227,1049,.,+,.,HORVU4Hr1G074370,,,,,,,,,
chr4H,ibsc,gene,594184520,594185985,1465,.,+,.,HORVU4Hr1G074380,,,,,,,,,
chr4H,ibsc,gene,594223923,594227300,3377,.,-,.,HORVU4Hr1G074390,,,,,,,,,
chr4H,ibsc,gene,594272811,594277917,5106,.,-,.,HORVU4Hr1G074400,,,,,,,,,
chr4H,ibsc,gene,594361822,594362049,227,.,-,.,HORVU4Hr1G074430,,,,,,,,,
chr4H,ibsc,gene,594392848,594393075,227,.,+,.,HORVU4Hr1G074440,,,,,,,,,
chr4H,ibsc,gene,594400016,594404300,4284,.,-,.,HORVU4Hr1G074450,,,,,,,,,
chr4H,ibsc,gene,594465599,594467877,2278,.,+,.,HORVU4Hr1G074460,,,,,,,,,
chr4H,ibsc,gene,594465737,594469326,3589,.,-,.,HORVU4Hr1G074470,,,,,,,,,
chr4H,ibsc,gene,594567549,594569482,1933,.,+,.,HORVU4Hr1G074480,,,,,,,,,
chr4H,ibsc,gene,594640963,594641545,582,.,-,.,HORVU4Hr1G074520,,,,,,,,,
